Jobclass,Job,age,Education-level,marital-status,race,gender,hours-per-week,native-country,income
Private,Adm-clerical,41,HS-grad,Divorced,White,Female,42,United-States,<=50K
Private,Exec-managerial,34,Masters,Married-A-spouse,White,Male,50,United-States,>50K
Private,Sales,19,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,44,9th,Divorced,White,Female,55,Dominican-Republic,<=50K
Private,Other-service,56,10th,Widowed,White,Female,40,United-States,<=50K
Self-emp-inc,Farming-fishing,36,HS-grad,Married-A-spouse,White,Male,80,United-States,<=50K
Private,Exec-managerial,48,Bachelors,Divorced,White,Female,48,United-States,<=50K
Private,Transport-moving,29,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,33,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,31,5th-6th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Prof-specialty,39,Masters,Married-A-spouse,White,Male,45,United-States,>50K
Private,Exec-managerial,66,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,27,Bachelors,Never-married,White,Female,50,United-States,>50K
Private,Exec-managerial,39,HS-grad,Divorced,Black,Female,40,United-States,>50K
Private,Craft-repair,59,7th-8th,Married-A-spouse,White,Male,50,United-States,>50K
Private,Other-service,26,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Craft-repair,31,Assoc-voc,Divorced,White,Male,40,United-States,<=50K
?,?,45,HS-grad,Widowed,White,Female,40,Mexico,<=50K
Private,Handlers-cleaners,23,HS-grad,Never-married,White,Male,30,United-States,<=50K
Local-gov,Adm-clerical,36,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Other-service,34,Some-college,Married-A-spouse,White,Female,12,United-States,>50K
Private,Transport-moving,32,HS-grad,Married-A-spouse,White,Male,84,United-States,>50K
Private,Prof-specialty,37,Bachelors,Married-A-spouse,Black,Male,50,United-States,>50K
Private,Sales,33,Bachelors,Never-married,White,Male,45,United-States,<=50K
Self-emp-not-inc,Prof-specialty,50,Prof-school,Married-A-spouse,White,Male,80,United-States,>50K
Federal-gov,Protective-serv,32,Assoc-acdm,Never-married,Black,Male,40,United-States,<=50K
Private,Adm-clerical,35,Bachelors,Never-married,Black,Female,40,United-States,<=50K
Private,Craft-repair,37,11th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,44,Some-college,Divorced,White,Male,60,United-States,<=50K
Private,Handlers-cleaners,57,Some-college,Divorced,White,Male,25,United-States,<=50K
Local-gov,Exec-managerial,29,Some-college,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Craft-repair,55,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Self-emp-inc,Prof-specialty,43,Prof-school,Married-A-spouse,White,Male,25,United-States,>50K
Private,Sales,43,Some-college,Married-A-spouse,White,Male,70,United-States,<=50K
Self-emp-not-inc,Sales,45,Some-college,Married-A-spouse,White,Male,60,United-States,>50K
Self-emp-not-inc,Prof-specialty,33,Masters,Married-A-spouse,White,Female,8,United-States,<=50K
Private,Other-service,26,10th,Divorced,White,Female,40,Germany,<=50K
Private,Sales,23,Some-college,Married-A-spouse,White,Male,68,United-States,<=50K
Private,Craft-repair,41,7th-8th,Separated,White,Male,40,Mexico,<=50K
Private,Craft-repair,24,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Sales,47,Bachelors,Married-A-spouse,White,Male,44,United-States,<=50K
Self-emp-not-inc,Craft-repair,34,HS-grad,Never-married,White,Male,45,United-States,<=50K
Private,Exec-managerial,40,HS-grad,Married-A-spouse,White,Male,40,United-States,>50K
Private,Prof-specialty,28,Bachelors,Married-A-spouse,Asian-Pac-Islander,Female,40,United-States,<=50K
Private,Exec-managerial,24,HS-grad,Never-married,Asian-Pac-Islander,Female,40,South,<=50K
?,?,73,Some-college,Married-A-spouse,White,Male,10,United-States,<=50K
Private,Craft-repair,23,HS-grad,Never-married,White,Male,15,United-States,<=50K
Self-emp-not-inc,Exec-managerial,43,HS-grad,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Tech-support,26,Bachelors,Divorced,White,Female,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,58,Doctorate,Married-B-spouse,White,Female,35,United-States,>50K
Private,Adm-clerical,52,HS-grad,Widowed,Black,Female,35,United-States,<=50K
Private,Transport-moving,29,11th,Married-A-spouse,White,Male,99,United-States,>50K
Private,Other-service,47,11th,Married-A-spouse,White,Male,35,Columbia,<=50K
Private,Adm-clerical,49,HS-grad,Divorced,Black,Female,37,United-States,<=50K
Private,Adm-clerical,40,11th,Widowed,White,Female,40,United-States,<=50K
Self-emp-not-inc,Adm-clerical,62,HS-grad,Married-A-spouse,White,Female,40,United-States,<=50K
Private,Exec-managerial,49,HS-grad,Married-A-spouse,White,Male,55,United-States,>50K
Private,Prof-specialty,50,Bachelors,Divorced,White,Female,50,United-States,>50K
Private,Transport-moving,31,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Local-gov,Prof-specialty,48,Masters,Never-married,White,Female,50,United-States,<=50K
Private,Craft-repair,24,HS-grad,Never-married,White,Female,40,United-States,<=50K
?,?,41,HS-grad,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,37,HS-grad,Separated,Asian-Pac-Islander,Male,60,United-States,<=50K
Private,Exec-managerial,45,Bachelors,Married-A-spouse,Asian-Pac-Islander,Male,45,Japan,>50K
?,?,63,HS-grad,Married-A-spouse,White,Male,16,United-States,<=50K
Private,Exec-managerial,36,Masters,Married-A-spouse,Asian-Pac-Islander,Male,45,India,<=50K
Private,Exec-managerial,45,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,41,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Tech-support,26,Assoc-acdm,Never-married,White,Female,20,United-States,<=50K
Private,Sales,17,11th,Never-married,White,Female,25,United-States,<=50K
Private,Other-service,27,HS-grad,Married-A-spouse,White,Male,36,?,<=50K
Private,Machine-op-inspct,43,HS-grad,Married-A-spouse,White,Male,65,United-States,<=50K
Private,Transport-moving,35,HS-grad,Never-married,White,Male,55,United-States,<=50K
Private,Adm-clerical,38,Bachelors,Divorced,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,26,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,28,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Prof-specialty,38,Bachelors,Married-A-spouse,White,Female,24,United-States,>50K
Private,Transport-moving,36,11th,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,33,HS-grad,Married-A-spouse,White,Female,40,United-States,>50K
Private,Handlers-cleaners,19,HS-grad,Never-married,White,Male,70,United-States,<=50K
?,?,22,Assoc-acdm,Never-married,White,Male,25,United-States,<=50K
Federal-gov,Adm-clerical,42,10th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Transport-moving,50,10th,Married-A-spouse,White,Male,40,United-States,>50K
Private,Handlers-cleaners,30,HS-grad,Married-A-spouse,White,Male,30,United-States,<=50K
State-gov,Prof-specialty,37,Some-college,Married-A-spouse,Asian-Pac-Islander,Male,40,Cambodia,<=50K
Self-emp-inc,Prof-specialty,54,Prof-school,Married-A-spouse,White,Male,40,United-States,>50K
Self-emp-inc,Exec-managerial,52,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,65,1st-4th,Married-A-spouse,Other,Male,40,?,<=50K
Private,Craft-repair,33,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Tech-support,25,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Sales,24,Bachelors,Never-married,White,Male,45,United-States,<=50K
Private,Adm-clerical,26,Assoc-voc,Separated,Black,Female,40,United-States,<=50K
Private,Adm-clerical,39,HS-grad,Separated,White,Male,40,United-States,>50K
Private,Other-service,59,HS-grad,Divorced,White,Female,40,United-States,<=50K
Private,Adm-clerical,29,Some-college,Never-married,White,Female,40,United-States,<=50K
Private,Other-service,47,11th,Never-married,White,Female,45,United-States,<=50K
?,?,23,Some-college,Never-married,White,Female,35,United-States,<=50K
Self-emp-inc,Transport-moving,64,HS-grad,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Other-service,21,HS-grad,Never-married,Other,Male,20,United-States,<=50K
Private,Adm-clerical,32,Some-college,Married-A-spouse,Black,Female,40,United-States,>50K
Private,Exec-managerial,26,HS-grad,Never-married,Black,Female,37,United-States,<=50K
?,?,19,Some-college,Never-married,Black,Female,20,United-States,<=50K
Self-emp-not-inc,Prof-specialty,62,Masters,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Craft-repair,32,Bachelors,Married-A-spouse,White,Male,55,United-States,>50K
?,?,75,10th,Married-C-spouse,White,Female,5,United-States,<=50K
Self-emp-not-inc,Exec-managerial,45,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Exec-managerial,31,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Adm-clerical,32,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,24,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Sales,25,Bachelors,Never-married,White,Female,40,United-States,<=50K
Self-emp-not-inc,Exec-managerial,41,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Sales,18,Some-college,Never-married,White,Female,20,United-States,<=50K
Private,Prof-specialty,44,Doctorate,Married-A-spouse,White,Male,55,United-States,>50K
Private,Exec-managerial,40,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Prof-specialty,27,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,23,Bachelors,Never-married,White,Male,40,United-States,<=50K
Private,Adm-clerical,21,Some-college,Never-married,Other,Male,40,United-States,<=50K
State-gov,Transport-moving,37,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,65,HS-grad,Married-A-spouse,White,Male,48,United-States,<=50K
Federal-gov,Prof-specialty,43,Masters,Married-A-spouse,White,Male,40,United-States,>50K
Private,Adm-clerical,45,HS-grad,Never-married,White,Male,44,United-States,<=50K
State-gov,Exec-managerial,24,Bachelors,Never-married,White,Female,40,United-States,<=50K
Private,Machine-op-inspct,24,Some-college,Never-married,White,Male,42,United-States,<=50K
Local-gov,Protective-serv,19,Some-college,Never-married,White,Male,35,United-States,<=50K
Private,Prof-specialty,37,Bachelors,Married-A-spouse,White,Male,65,United-States,>50K
Private,Adm-clerical,24,HS-grad,Never-married,White,Female,35,United-States,<=50K
Private,Machine-op-inspct,34,Some-college,Married-A-spouse,White,Male,40,Germany,<=50K
State-gov,Other-service,50,HS-grad,Married-A-spouse,White,Female,39,United-States,<=50K
Private,Craft-repair,36,HS-grad,Married-A-spouse,White,Male,40,Puerto-Rico,<=50K
Private,Sales,39,Bachelors,Married-A-spouse,White,Male,60,United-States,<=50K
Self-emp-not-inc,Craft-repair,44,7th-8th,Married-A-spouse,White,Male,38,United-States,<=50K
State-gov,Other-service,45,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
State-gov,Protective-serv,32,11th,Never-married,White,Male,40,United-States,<=50K
Federal-gov,Exec-managerial,47,Masters,Married-A-spouse,Black,Male,40,United-States,>50K
Private,Machine-op-inspct,50,HS-grad,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Other-service,32,Assoc-voc,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,19,HS-grad,Never-married,White,Male,40,United-States,<=50K
?,?,19,Some-college,Never-married,White,Female,20,United-States,<=50K
State-gov,Prof-specialty,28,Masters,Divorced,White,Male,10,?,<=50K
Private,Sales,28,HS-grad,Divorced,White,Male,50,United-States,<=50K
Federal-gov,Prof-specialty,39,Masters,Never-married,White,Male,40,Poland,>50K
Private,Other-service,21,Some-college,Never-married,White,Male,40,United-States,<=50K
Self-emp-not-inc,Farming-fishing,73,Some-college,Widowed,White,Female,75,United-States,<=50K
Private,Other-service,39,7th-8th,Married-A-spouse,White,Male,40,Mexico,<=50K
Private,Machine-op-inspct,25,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Sales,31,Some-college,Married-B-spouse,White,Female,20,United-States,<=50K
Private,Sales,51,Some-college,Divorced,White,Female,32,United-States,<=50K
Private,Adm-clerical,39,Bachelors,Married-A-spouse,White,Female,28,United-States,<=50K
Private,Handlers-cleaners,31,Bachelors,Divorced,White,Male,40,United-States,<=50K
Private,Sales,21,Some-college,Never-married,Black,Male,17,United-States,<=50K
Private,Exec-managerial,46,Bachelors,Divorced,White,Male,50,United-States,>50K
Private,Exec-managerial,73,HS-grad,Divorced,White,Female,35,United-States,<=50K
Private,Craft-repair,41,HS-grad,Divorced,White,Male,40,United-States,<=50K
Private,Transport-moving,20,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,27,Assoc-acdm,Never-married,White,Male,30,United-States,<=50K
Private,Prof-specialty,24,Bachelors,Never-married,White,Male,35,United-States,<=50K
Private,Craft-repair,20,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Machine-op-inspct,39,Assoc-voc,Never-married,White,Male,40,United-States,<=50K
Private,Handlers-cleaners,27,Bachelors,Never-married,White,Male,28,United-States,<=50K
Private,Sales,33,11th,Married-A-spouse,White,Male,60,United-States,<=50K
Private,Handlers-cleaners,33,HS-grad,Married-A-spouse,Amer-Indian-Eskimo,Male,40,United-States,<=50K
State-gov,Craft-repair,36,9th,Married-A-spouse,Black,Male,40,United-States,<=50K
Private,Exec-managerial,55,Some-college,Married-A-spouse,White,Male,36,United-States,<=50K
Private,Machine-op-inspct,19,Some-college,Never-married,White,Male,40,United-States,<=50K
Private,Exec-managerial,35,HS-grad,Never-married,White,Male,60,United-States,<=50K
Private,Machine-op-inspct,34,5th-6th,Never-married,Asian-Pac-Islander,Male,40,Laos,<=50K
State-gov,Prof-specialty,62,Prof-school,Divorced,White,Female,35,United-States,<=50K
Self-emp-not-inc,Craft-repair,33,Some-college,Married-A-spouse,White,Male,40,United-States,>50K
Private,Craft-repair,39,9th,Married-A-spouse,White,Male,55,Mexico,<=50K
Local-gov,Tech-support,36,Some-college,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Adm-clerical,41,Bachelors,Divorced,White,Female,33,United-States,<=50K
Self-emp-not-inc,Craft-repair,39,HS-grad,Married-A-spouse,White,Male,60,United-States,<=50K
?,?,38,HS-grad,Married-A-spouse,White,Female,10,United-States,>50K
Private,Adm-clerical,18,HS-grad,Never-married,White,Female,10,United-States,<=50K
Private,Exec-managerial,61,Some-college,Married-A-spouse,White,Male,45,United-States,>50K
Federal-gov,Adm-clerical,20,Assoc-voc,Never-married,White,Female,36,United-States,<=50K
Self-emp-not-inc,Transport-moving,35,HS-grad,Married-A-spouse,White,Male,65,United-States,>50K
Private,Machine-op-inspct,27,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Other-service,66,10th,Widowed,White,Female,38,United-States,<=50K
Private,Transport-moving,21,HS-grad,Never-married,Black,Male,40,United-States,<=50K
Private,Other-service,20,Some-college,Never-married,White,Female,18,United-States,<=50K
Private,Adm-clerical,34,Some-college,Divorced,White,Male,40,United-States,<=50K
Private,Priv-house-serv,63,5th-6th,Never-married,White,Female,50,?,<=50K
?,?,20,HS-grad,Never-married,White,Male,40,United-States,<=50K
Private,Tech-support,31,HS-grad,Separated,White,Female,40,United-States,<=50K
Private,Prof-specialty,41,Doctorate,Married-A-spouse,White,Male,60,United-States,<=50K
State-gov,Farming-fishing,64,1st-4th,Married-A-spouse,Other,Male,45,Columbia,<=50K
Private,Exec-managerial,32,Bachelors,Never-married,White,Female,40,United-States,<=50K
Local-gov,Transport-moving,30,HS-grad,Married-A-spouse,White,Male,50,United-States,>50K
Self-emp-not-inc,Farming-fishing,36,Bachelors,Married-A-spouse,White,Male,72,United-States,<=50K
Private,Farming-fishing,22,Some-college,Never-married,White,Male,12,United-States,<=50K
Local-gov,Exec-managerial,53,Some-college,Married-A-spouse,White,Male,50,United-States,<=50K
Private,Adm-clerical,50,HS-grad,Widowed,Amer-Indian-Eskimo,Female,40,United-States,<=50K
Private,Exec-managerial,36,Bachelors,Married-A-spouse,White,Male,40,United-States,<=50K
Self-emp-inc,Exec-managerial,41,11th,Married-A-spouse,White,Male,40,United-States,<=50K
Private,Exec-managerial,55,Bachelors,Never-married,White,Female,35,United-States,<=50K
Private,Sales,38,Bachelors,Married-A-spouse,White,Male,50,United-States,>50K
Private,Exec-managerial,28,Bachelors,Never-married,Black,Male,50,United-States,<=50K
Local-gov,Prof-specialty,24,Bachelors,Never-married,White,Female,37,United-States,<=50K
